#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population
Sep-03-2021,Hong Kong,12114,,212,,11798,,104,,1601.0,28.0,23570776.0,3114489.0,7568103.0
